temperature_2m,relative_humidity_2m,pressure_msl,windspeed_10m,time
34.75716128349304,17.792073413729668,1008.1370451569557,19.933393281698226,2025-04-14 12:00:00
35.435277938842766,15.925194844603539,1007.6626462817192,21.457529520988466,2025-04-14 13:00:00
35.86456536054611,14.418941587209702,1007.1413746237754,22.90224081873894,2025-04-14 14:00:00
36.00985234975814,13.554943650960922,1006.6668656706809,23.818173354864122,2025-04-14 15:00:00
35.90746065378189,13.202703706920147,1006.3556949317455,24.084198433160783,2025-04-14 16:00:00
35.56617714166641,13.288222849369049,1006.2999894201755,23.57463004589081,2025-04-14 17:00:00
35.0298151731491,13.639284297823906,1006.3256161570548,22.39741261601448,2025-04-14 18:00:00
34.26921724081039,14.525953941047192,1006.5346305668353,20.62621493935585,2025-04-14 19:00:00
33.01100354194641,16.65385477244854,1006.9158648431301,18.232395619153976,2025-04-14 20:00:00
31.458261299133298,19.107503816485405,1007.3153486013412,15.061673694849015,2025-04-14 21:00:00
29.991864752769466,20.381560176610947,1007.6744633436202,13.04355681538582,2025-04-14 22:00:00
28.741249418258665,21.527852043509483,1007.9389580130576,12.266072210669519,2025-04-14 23:00:00
27.683031880855555,23.364123702049255,1007.9791221618651,11.8170166477561,2025-04-15 00:00:00
26.862482070922848,25.05188226699829,1007.8138851046562,11.565339118242264,2025-04-15 01:00:00
26.34619064927101,26.64625585079193,1007.3791162967681,11.576147493720056,2025-04-15 02:00:00
25.648192042112345,29.169567078351974,1006.9041058778762,11.560421866178514,2025-04-15 03:00:00
24.85918742418289,32.14622184634209,1006.613071233034,11.17931959182024,2025-04-15 04:00:00
24.3156588435173,33.91700878739357,1006.3796348273753,10.625839185714723,2025-04-15 05:00:00
24.233438515663142,34.33425426483154,1006.414457142353,10.012046970427036,2025-04-15 06:00:00
25.061944901943203,33.883053958415985,1006.7752556681633,9.649682648479939,2025-04-15 07:00:00
26.87484631538391,31.925799995660782,1007.4075918078422,9.393244615197181,2025-04-15 08:00:00
30.071119749546046,26.0457681119442,1008.0186115741728,9.921458792686463,2025-04-15 09:00:00
33.08941638469695,21.6976360976696,1007.9265477538108,10.372445407509804,2025-04-15 10:00:00
35.71276887655258,18.774822652339935,1007.3477135300635,11.671284274756909,2025-04-15 11:00:00
36.818683171272276,16.86274293810129,1006.5532846868037,13.419654029607774,2025-04-15 12:00:00
37.42187184095382,15.039355456829071,1005.7857770144939,15.492162567377092,2025-04-15 13:00:00
37.44084284305572,14.36390407383442,1005.505796021223,16.910032171010972,2025-04-15 14:00:00
37.10556116104126,14.333915077149868,1005.4275612413883,17.367705261707307,2025-04-15 15:00:00
36.541175627708434,14.786064550280571,1005.4540502548217,16.87270285487175,2025-04-15 16:00:00
35.86590094566345,15.545228756964207,1005.507323861122,15.677642244100571,2025-04-15 17:00:00
34.658899700641626,18.012578785419464,1005.6692259669303,13.866197991371155,2025-04-15 18:00:00
33.595275771617885,19.940773099660873,1005.907015544176,11.926384142041208,2025-04-15 19:00:00
32.55860077142715,22.21546210348606,1006.1384593367576,10.603162932395936,2025-04-15 20:00:00
31.160378372669218,25.339818820357323,1006.2894025802611,9.678107064962388,2025-04-15 21:00:00
29.85533616542816,27.7878238260746,1006.3860060930251,9.197810696065426,2025-04-15 22:00:00
28.81019455194473,29.49586808681488,1006.2673391044138,9.039058054983617,2025-04-15 23:00:00
28.307435715198512,30.32145768404007,1005.9145986855029,9.368912345170974,2025-04-16 00:00:00
27.86933770179748,31.186664551496506,1005.5984285771846,9.50313750654459,2025-04-16 01:00:00
27.509934830665586,32.38303080201149,1005.3132922708987,9.292608581483364,2025-04-16 02:00:00
27.124147629737852,34.020419120788574,1005.1057037770747,9.034743122756481,2025-04-16 03:00:00
26.643953776359556,36.23996585607529,1005.063855844736,8.83292751610279,2025-04-16 04:00:00
26.348375505208967,38.051697909832,1005.3351743221282,8.63462060391903,2025-04-16 05:00:00
26.764607167243955,38.46385568380356,1005.6132381260394,8.665167653560639,2025-04-16 06:00:00
27.812642943859096,38.44548389315605,1006.1015465617179,8.882353301346303,2025-04-16 07:00:00
29.899944233894345,36.39336138963699,1006.3398345470428,9.753218525648117,2025-04-16 08:00:00
33.19758454561233,29.676802903413773,1005.9428367137908,10.692610330879688,2025-04-16 09:00:00
35.44887101650237,25.111016556620598,1005.3967639029025,11.24806460440159,2025-04-16 10:00:00
37.17572563886642,21.25591330230236,1004.4301814436911,11.79659147411585,2025-04-16 11:00:00
38.328152930736536,18.06007109582424,1003.4167710483074,12.865707007050515,2025-04-16 12:00:00
38.85306634902954,16.421664245426655,1002.6072014033793,13.731217390298845,2025-04-16 13:00:00
38.679886269569394,16.541593335568905,1002.1536418974399,14.149308633804322,2025-04-16 14:00:00
38.0971655011177,17.484742999076843,1001.8622566342353,14.207694470882416,2025-04-16 15:00:00
37.26118648052215,17.33574576675892,1001.6409522354602,13.546583864092828,2025-04-16 16:00:00
36.39772951602935,17.026263624429703,1001.378586757183,12.85306990146637,2025-04-16 17:00:00
35.03464510440826,18.997168317437172,1001.0672957479953,12.164855627715589,2025-04-16 18:00:00
33.39245898723602,21.94656975567341,1000.8660418272018,11.566367416083814,2025-04-16 19:00:00
31.728099310398097,25.29513508081436,1000.9648193776607,10.879718448221684,2025-04-16 20:00:00
30.498877060413356,27.84180387854576,1001.2539674103259,10.30382666438818,2025-04-16 21:00:00
29.80330290794372,29.411418437957764,1001.6037928044796,9.954104527831078,2025-04-16 22:00:00
29.592695605754848,30.523105710744858,1001.8022550284862,10.06391178816557,2025-04-16 23:00:00
